"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","clumpCenter","Experiment"
33766,3,17859385,17859385,"WUE.resid_wet_11_fisherPclump",1.2446324452238e-06,5.90495888196476,"WUE.resid",11,"wet",17859385,"IB005toIB008"
35091,4,3140701,3142657,"WUE.resid_wet_11_fisherPclump",4.70222836149612e-06,5.32769628339284,"WUE.resid",11,"wet",3141679,"IB005toIB008"
35541,4,4023352,4209928,"WUE.resid_wet_11_fisherPclump",3.01089242387831e-06,5.52130476110984,"WUE.resid",11,"wet",4116640,"IB005toIB008"
35687,4,3139845,3140237,"WUE.resid_wet_11_fisherPclump",4.17357060748418e-06,5.37949223480887,"WUE.resid",11,"wet",3140041,"IB005toIB008"
45187,5,5926076,5928538,"WUE.resid_wet_11_fisherPclump",3.98880567563615e-06,5.3991571208861,"WUE.resid",11,"wet",5927307,"IB005toIB008"
45297,5,5897146,5928214,"WUE.resid_wet_11_fisherPclump",3.05505958934554e-07,6.51498031436691,"WUE.resid",11,"wet",5912680,"IB005toIB008"
46030,5,5818751,5924900,"WUE.resid_wet_11_fisherPclump",3.63606828880337e-06,5.43936796891212,"WUE.resid",11,"wet",5871826,"IB005toIB008"
46261,5,5818868,5954206,"WUE.resid_wet_11_fisherPclump",3.8337596074066e-06,5.41637512266555,"WUE.resid",11,"wet",5886537,"IB005toIB008"
46585,5,6857973,6968294,"WUE.resid_wet_11_fisherPclump",1.96561324929628e-07,6.70650192913844,"WUE.resid",11,"wet",6913134,"IB005toIB008"
47190,5,6818428,6965260,"WUE.resid_wet_11_fisherPclump",4.42743063961778e-07,6.35384823376685,"WUE.resid",11,"wet",6891844,"IB005toIB008"
50305,5,6947657,6967313,"WUE.resid_wet_11_fisherPclump",4.16070496349053e-07,6.38083307903303,"WUE.resid",11,"wet",6957485,"IB005toIB008"
50981,5,6866101,6969336,"WUE.resid_wet_11_fisherPclump",5.10465588816758e-07,6.29203352897512,"WUE.resid",11,"wet",6917718,"IB005toIB008"
51766,5,6054176,6054181,"WUE.resid_wet_11_fisherPclump",3.08985002730606e-06,5.51006259950528,"WUE.resid",11,"wet",6054178,"IB005toIB008"
54411,6,16421452,16635087,"WUE.resid_wet_11_fisherPclump",4.66700789117952e-06,5.33096146479026,"WUE.resid",11,"wet",16528270,"IB005toIB008"
54449,6,13468156,13780884,"WUE.resid_wet_11_fisherPclump",3.47216134480539e-06,5.45940010217913,"WUE.resid",11,"wet",13624520,"IB005toIB008"
55527,6,22466343,22473450,"WUE.resid_wet_11_fisherPclump",4.58392546604895e-06,5.33876245254739,"WUE.resid",11,"wet",22469896,"IB005toIB008"
56234,6,22116491,22359327,"WUE.resid_wet_11_fisherPclump",6.4144623330074e-07,6.19283974078462,"WUE.resid",11,"wet",22237909,"IB005toIB008"
57399,6,24872240,24872240,"WUE.resid_wet_11_fisherPclump",2.91761322489907e-06,5.53497228112844,"WUE.resid",11,"wet",24872240,"IB005toIB008"
58423,6,22170034,22204990,"WUE.resid_wet_11_fisherPclump",1.97576225360268e-06,5.70426531590245,"WUE.resid",11,"wet",22187512,"IB005toIB008"
61746,6,25267535,25267535,"WUE.resid_wet_11_fisherPclump",5.19861870306943e-06,5.28411203508145,"WUE.resid",11,"wet",25267535,"IB005toIB008"
66479,7,19202286,19258912,"WUE.resid_wet_11_fisherPclump",1.3805690221556e-06,5.85994187573825,"WUE.resid",11,"wet",19230599,"IB005toIB008"
68550,7,14475814,14475814,"WUE.resid_wet_11_fisherPclump",4.96843963081401e-06,5.30377998272093,"WUE.resid",11,"wet",14475814,"IB005toIB008"
70626,7,19200893,19256504,"WUE.resid_wet_11_fisherPclump",4.84646420621982e-07,6.31457499041633,"WUE.resid",11,"wet",19228698,"IB005toIB008"
70788,7,634445,634529,"WUE.resid_wet_11_fisherPclump",4.15434044586154e-06,5.38149791615416,"WUE.resid",11,"wet",634487,"IB005toIB008"
75026,8,9082717,9120682,"WUE.resid_wet_11_fisherPclump",3.64717780024651e-06,5.438043064275,"WUE.resid",11,"wet",9101700,"IB005toIB008"
92141,9,54961547,54961547,"WUE.resid_wet_11_fisherPclump",6.06549186440514e-07,6.21713397545107,"WUE.resid",11,"wet",54961547,"IB005toIB008"
97054,9,53133600,53187794,"WUE.resid_wet_11_fisherPclump",3.92475116748908e-06,5.40618787267977,"WUE.resid",11,"wet",53160697,"IB005toIB008"
588,1,36114261,36452985,"WUE.resid_dry_12_fisherPclump",2.83330518176414e-06,5.54770664411074,"WUE.resid",12,"dry",36283623,"IB005toIB008"
719,1,36101595,36453649,"WUE.resid_dry_12_fisherPclump",1.3512168654855e-06,5.86927494266916,"WUE.resid",12,"dry",36277622,"IB005toIB008"
1375,1,36110014,36423661,"WUE.resid_dry_12_fisherPclump",3.52475717026772e-06,5.45287079732375,"WUE.resid",12,"dry",36266838,"IB005toIB008"
1941,1,36199555,36199555,"WUE.resid_dry_12_fisherPclump",1.58168134246464e-06,5.80088100829028,"WUE.resid",12,"dry",36199555,"IB005toIB008"
12868,2,3992421,3992444,"WUE.resid_dry_12_fisherPclump",6.23673729825971e-10,9.20504254876897,"WUE.resid",12,"dry",3992432,"IB005toIB008"
44789,5,2310045,2316768,"WUE.resid_dry_12_fisherPclump",8.78553047039232e-06,5.05623201067308,"WUE.resid",12,"dry",2313406,"IB005toIB008"
55695,6,6371755,6653911,"WUE.resid_dry_12_fisherPclump",3.16464069861937e-06,5.49967559100677,"WUE.resid",12,"dry",6512833,"IB005toIB008"
62907,6,36181861,36181861,"WUE.resid_dry_12_fisherPclump",6.96750429114526e-06,5.15692275514137,"WUE.resid",12,"dry",36181861,"IB005toIB008"
66479,7,19202286,19258912,"WUE.resid_dry_12_fisherPclump",9.09947550770547e-06,5.04098363962109,"WUE.resid",12,"dry",19230599,"IB005toIB008"
69554,7,15664795,15664795,"WUE.resid_dry_12_fisherPclump",3.21843458706024e-06,5.49235531324543,"WUE.resid",12,"dry",15664795,"IB005toIB008"
70626,7,19200893,19256504,"WUE.resid_dry_12_fisherPclump",1.62915864717125e-06,5.78803662211493,"WUE.resid",12,"dry",19228698,"IB005toIB008"
73340,8,37186489,37434587,"WUE.resid_dry_12_fisherPclump",8.22376762403183e-06,5.0849291698744,"WUE.resid",12,"dry",37310538,"IB005toIB008"
73518,8,37369957,37370400,"WUE.resid_dry_12_fisherPclump",3.72587323318388e-06,5.42877192535638,"WUE.resid",12,"dry",37370178,"IB005toIB008"
73577,8,8751867,9023840,"WUE.resid_dry_12_fisherPclump",7.4071127670639e-06,5.13035104352975,"WUE.resid",12,"dry",8887854,"IB005toIB008"
73585,8,37371403,37521730,"WUE.resid_dry_12_fisherPclump",1.49459097320335e-07,6.82547764505577,"WUE.resid",12,"dry",37446566,"IB005toIB008"
73664,8,12587988,13073565,"WUE.resid_dry_12_fisherPclump",2.14970448363574e-07,6.66762123773431,"WUE.resid",12,"dry",12830776,"IB005toIB008"
73716,8,37360757,37545136,"WUE.resid_dry_12_fisherPclump",1.42696642653567e-06,5.84558624478432,"WUE.resid",12,"dry",37452946,"IB005toIB008"
73929,8,12927981,13134849,"WUE.resid_dry_12_fisherPclump",9.34299688195039e-06,5.02951379608995,"WUE.resid",12,"dry",13031415,"IB005toIB008"
74001,8,12803379,13132090,"WUE.resid_dry_12_fisherPclump",3.70076067185741e-06,5.43170899981504,"WUE.resid",12,"dry",12967734,"IB005toIB008"
74609,8,36804704,36821050,"WUE.resid_dry_12_fisherPclump",6.06477902797332e-06,5.21718501815769,"WUE.resid",12,"dry",36812877,"IB005toIB008"
75036,8,37465786,37490803,"WUE.resid_dry_12_fisherPclump",9.69834885593923e-06,5.01330219808351,"WUE.resid",12,"dry",37478294,"IB005toIB008"
75322,8,37478194,37482508,"WUE.resid_dry_12_fisherPclump",3.83059101924298e-06,5.41673421386592,"WUE.resid",12,"dry",37480351,"IB005toIB008"
16240,2,15188265,15247327,"WUE.resid_dry.over.wet_12_fisherPclump",5.20641772381746e-06,5.28346099030458,"WUE.resid",12,"dry.over.wet",15217796,"IB005toIB008"
34750,4,18007229,18506282,"WUE.resid_dry.over.wet_12_fisherPclump",3.4757119033951e-06,5.45895622875705,"WUE.resid",12,"dry.over.wet",18256756,"IB005toIB008"
34797,4,17519964,17989837,"WUE.resid_dry.over.wet_12_fisherPclump",2.07489108890595e-07,6.6830046944837,"WUE.resid",12,"dry.over.wet",17754900,"IB005toIB008"
35102,4,18672985,19168222,"WUE.resid_dry.over.wet_12_fisherPclump",5.04106247358474e-07,6.29747792034305,"WUE.resid",12,"dry.over.wet",18920604,"IB005toIB008"
35112,4,21708731,22192402,"WUE.resid_dry.over.wet_12_fisherPclump",4.51409686197486e-07,6.3454291262131,"WUE.resid",12,"dry.over.wet",21950566,"IB005toIB008"
35423,4,19840427,20334548,"WUE.resid_dry.over.wet_12_fisherPclump",4.69003095387802e-06,5.32882429096209,"WUE.resid",12,"dry.over.wet",20087488,"IB005toIB008"
35477,4,18991570,19489778,"WUE.resid_dry.over.wet_12_fisherPclump",2.9390518429032e-07,6.53179275319646,"WUE.resid",12,"dry.over.wet",19240674,"IB005toIB008"
35526,4,20919077,21384869,"WUE.resid_dry.over.wet_12_fisherPclump",2.27344836872556e-07,6.64331490441564,"WUE.resid",12,"dry.over.wet",21151973,"IB005toIB008"
35711,4,17479846,17716419,"WUE.resid_dry.over.wet_12_fisherPclump",3.00630275896717e-11,10.5219672845849,"WUE.resid",12,"dry.over.wet",17598132,"IB005toIB008"
35724,4,22775583,23252012,"WUE.resid_dry.over.wet_12_fisherPclump",1.17006332558105e-18,17.9317906329494,"WUE.resid",12,"dry.over.wet",23013798,"IB005toIB008"
35780,4,19269570,19764919,"WUE.resid_dry.over.wet_12_fisherPclump",6.75177958402714e-07,6.17058174395989,"WUE.resid",12,"dry.over.wet",19517244,"IB005toIB008"
35940,4,21307749,21669426,"WUE.resid_dry.over.wet_12_fisherPclump",1.1833200291075e-06,5.92689778446824,"WUE.resid",12,"dry.over.wet",21488588,"IB005toIB008"
38380,4,37388116,37476484,"WUE.resid_dry.over.wet_12_fisherPclump",3.02481383727405e-06,5.51930134892309,"WUE.resid",12,"dry.over.wet",37432300,"IB005toIB008"
38540,4,3599724,3859828,"WUE.resid_dry.over.wet_12_fisherPclump",5.89938877392396e-06,5.22919298257194,"WUE.resid",12,"dry.over.wet",3729776,"IB005toIB008"
39808,4,19037988,19128141,"WUE.resid_dry.over.wet_12_fisherPclump",2.91037299409926e-06,5.53605134816242,"WUE.resid",12,"dry.over.wet",19083064,"IB005toIB008"
55792,6,23809515,23996845,"WUE.resid_dry.over.wet_12_fisherPclump",1.86903142699342e-09,8.72838339607699,"WUE.resid",12,"dry.over.wet",23903180,"IB005toIB008"
59874,6,18962378,18962389,"WUE.resid_dry.over.wet_12_fisherPclump",1.61380522417833e-06,5.7921488829777,"WUE.resid",12,"dry.over.wet",18962384,"IB005toIB008"
65826,7,4612878,5107759,"WUE.resid_dry.over.wet_12_fisherPclump",6.25217081875088e-06,5.20396916490949,"WUE.resid",12,"dry.over.wet",4860318,"IB005toIB008"
87887,9,24333869,24833180,"WUE.resid_dry.over.wet_12_fisherPclump",1.94875033338155e-07,6.71024379750637,"WUE.resid",12,"dry.over.wet",24583524,"IB005toIB008"
88475,9,27009210,27507966,"WUE.resid_dry.over.wet_12_fisherPclump",8.86519458388666e-06,5.05231172754408,"WUE.resid",12,"dry.over.wet",27258588,"IB005toIB008"
88769,9,22831207,23301678,"WUE.resid_dry.over.wet_12_fisherPclump",7.30195424159051e-07,6.13656089292656,"WUE.resid",12,"dry.over.wet",23066442,"IB005toIB008"
90316,9,23348725,23641567,"WUE.resid_dry.over.wet_12_fisherPclump",6.49367635565706e-06,5.18750936037507,"WUE.resid",12,"dry.over.wet",23495146,"IB005toIB008"
277,1,5556254,5862207,"WUE.resid_wet_12_fisherPclump",1.16999088116964e-08,7.93181752310267,"WUE.resid",12,"wet",5709230,"IB005toIB008"
304,1,25712908,26008199,"WUE.resid_wet_12_fisherPclump",1.5215369053836e-07,6.81771750922099,"WUE.resid",12,"wet",25860554,"IB005toIB008"
864,1,5586922,5881074,"WUE.resid_wet_12_fisherPclump",9.16282883827214e-08,7.03797042598417,"WUE.resid",12,"wet",5733998,"IB005toIB008"
1431,1,5649045,5791738,"WUE.resid_wet_12_fisherPclump",2.78546722334085e-07,6.55510194752798,"WUE.resid",12,"wet",5720392,"IB005toIB008"
1957,1,5558658,5577391,"WUE.resid_wet_12_fisherPclump",1.15096434101458e-07,6.93893813140105,"WUE.resid",12,"wet",5568024,"IB005toIB008"
2223,1,32022398,32416922,"WUE.resid_wet_12_fisherPclump",1.02813250519745e-06,5.98795091008039,"WUE.resid",12,"wet",32219660,"IB005toIB008"
2422,1,5552038,5559645,"WUE.resid_wet_12_fisherPclump",6.30049084582132e-07,6.20062561509756,"WUE.resid",12,"wet",5555842,"IB005toIB008"
2439,1,5556323,5576761,"WUE.resid_wet_12_fisherPclump",1.07221434607431e-06,5.9697183862739,"WUE.resid",12,"wet",5566542,"IB005toIB008"
2784,1,25711921,25773876,"WUE.resid_wet_12_fisherPclump",3.73583141552061e-07,6.4276127301296,"WUE.resid",12,"wet",25742898,"IB005toIB008"
3486,1,40418187,40464991,"WUE.resid_wet_12_fisherPclump",1.21504337894858e-06,5.91540821679678,"WUE.resid",12,"wet",40441589,"IB005toIB008"
3545,1,5576586,5577042,"WUE.resid_wet_12_fisherPclump",5.78573390850468e-07,6.23764154385179,"WUE.resid",12,"wet",5576814,"IB005toIB008"
3841,1,5778091,5778091,"WUE.resid_wet_12_fisherPclump",9.29923739229389e-08,7.03155266541365,"WUE.resid",12,"wet",5778091,"IB005toIB008"
4044,1,25746028,25750645,"WUE.resid_wet_12_fisherPclump",1.27527132647179e-06,5.89439740499217,"WUE.resid",12,"wet",25748336,"IB005toIB008"
4399,1,5561693,5567413,"WUE.resid_wet_12_fisherPclump",1.69676112788047e-06,5.77037929389059,"WUE.resid",12,"wet",5564553,"IB005toIB008"
5803,1,14197477,14368970,"WUE.resid_wet_12_fisherPclump",1.420374907896e-09,8.84759700847586,"WUE.resid",12,"wet",14283224,"IB005toIB008"
6412,1,5552027,5552027,"WUE.resid_wet_12_fisherPclump",1.42130713571165e-06,5.84731206357032,"WUE.resid",12,"wet",5552027,"IB005toIB008"
9883,1,2774603,2774621,"WUE.resid_wet_12_fisherPclump",7.24873396824003e-09,8.1397378387559,"WUE.resid",12,"wet",2774612,"IB005toIB008"
10250,2,178348,400138,"WUE.resid_wet_12_fisherPclump",3.51135658737282e-07,6.45452506456351,"WUE.resid",12,"wet",289243,"IB005toIB008"
11502,2,13248984,13248984,"WUE.resid_wet_12_fisherPclump",5.13193618294148e-09,8.2897187528366,"WUE.resid",12,"wet",13248984,"IB005toIB008"
12868,2,3992421,3992444,"WUE.resid_wet_12_fisherPclump",2.85697272885369e-13,12.5440939051422,"WUE.resid",12,"wet",3992432,"IB005toIB008"
28514,3,5122565,5154120,"WUE.resid_wet_12_fisherPclump",7.67635975354189e-07,6.11484468019543,"WUE.resid",12,"wet",5138342,"IB005toIB008"
34563,4,3309124,3401619,"WUE.resid_wet_12_fisherPclump",7.73330782375881e-08,7.11163470241743,"WUE.resid",12,"wet",3355372,"IB005toIB008"
34689,4,3140759,3142872,"WUE.resid_wet_12_fisherPclump",6.22666076732416e-07,6.20574479429022,"WUE.resid",12,"wet",3141816,"IB005toIB008"
34695,4,3143505,3144991,"WUE.resid_wet_12_fisherPclump",1.43151082945292e-06,5.8442053621699,"WUE.resid",12,"wet",3144248,"IB005toIB008"
34698,4,3382927,3382927,"WUE.resid_wet_12_fisherPclump",2.27858813665638e-07,6.64233416808078,"WUE.resid",12,"wet",3382927,"IB005toIB008"
34782,4,3462114,3462471,"WUE.resid_wet_12_fisherPclump",1.87666045398795e-08,7.7266142975965,"WUE.resid",12,"wet",3462292,"IB005toIB008"
34908,4,3388836,3388836,"WUE.resid_wet_12_fisherPclump",2.62143211175273e-07,6.58146138489779,"WUE.resid",12,"wet",3388836,"IB005toIB008"
34980,4,4182544,4272771,"WUE.resid_wet_12_fisherPclump",1.40664498179885e-06,5.851815498799,"WUE.resid",12,"wet",4227658,"IB005toIB008"
35091,4,3140701,3142657,"WUE.resid_wet_12_fisherPclump",1.03330716797284e-07,6.9857705579327,"WUE.resid",12,"wet",3141679,"IB005toIB008"
35181,4,2369811,2445523,"WUE.resid_wet_12_fisherPclump",7.24683061698362e-07,6.13985188949848,"WUE.resid",12,"wet",2407667,"IB005toIB008"
35280,4,3817036,3829503,"WUE.resid_wet_12_fisherPclump",9.61011689175254e-09,8.01727132979926,"WUE.resid",12,"wet",3823270,"IB005toIB008"
35541,4,4023352,4209928,"WUE.resid_wet_12_fisherPclump",1.65322984736487e-09,8.78166676257927,"WUE.resid",12,"wet",4116640,"IB005toIB008"
35687,4,3139845,3140237,"WUE.resid_wet_12_fisherPclump",2.32117283636801e-07,6.63429252042894,"WUE.resid",12,"wet",3140041,"IB005toIB008"
35731,4,2388585,2448649,"WUE.resid_wet_12_fisherPclump",1.53425734986036e-06,5.81410178755118,"WUE.resid",12,"wet",2418617,"IB005toIB008"
36374,4,3775716,3776438,"WUE.resid_wet_12_fisherPclump",1.78049877469671e-07,6.74945832086232,"WUE.resid",12,"wet",3776077,"IB005toIB008"
36463,4,2391126,2451238,"WUE.resid_wet_12_fisherPclump",1.21819653176682e-06,5.91428264127908,"WUE.resid",12,"wet",2421182,"IB005toIB008"
36751,4,3452617,3510543,"WUE.resid_wet_12_fisherPclump",2.82570138684931e-07,6.5488737352319,"WUE.resid",12,"wet",3481580,"IB005toIB008"
38441,4,4197042,4209031,"WUE.resid_wet_12_fisherPclump",6.57480073412673e-08,7.18211740502537,"WUE.resid",12,"wet",4203036,"IB005toIB008"
38727,4,4197280,4260705,"WUE.resid_wet_12_fisherPclump",1.44393184011031e-06,5.840453306879,"WUE.resid",12,"wet",4228992,"IB005toIB008"
40521,4,3441302,3458861,"WUE.resid_wet_12_fisherPclump",8.29792041238436e-07,6.08103073492378,"WUE.resid",12,"wet",3450082,"IB005toIB008"
41456,4,3514956,3514956,"WUE.resid_wet_12_fisherPclump",5.89247144300756e-07,6.22970251354259,"WUE.resid",12,"wet",3514956,"IB005toIB008"
45297,5,5897146,5928214,"WUE.resid_wet_12_fisherPclump",1.30210228358382e-06,5.88535489944579,"WUE.resid",12,"wet",5912680,"IB005toIB008"
46585,5,6857973,6968294,"WUE.resid_wet_12_fisherPclump",5.0573519349516e-07,6.29607682329266,"WUE.resid",12,"wet",6913134,"IB005toIB008"
47190,5,6818428,6965260,"WUE.resid_wet_12_fisherPclump",1.13767098778043e-06,5.94398331689608,"WUE.resid",12,"wet",6891844,"IB005toIB008"
50981,5,6866101,6969336,"WUE.resid_wet_12_fisherPclump",1.29980883763621e-06,5.8861205145119,"WUE.resid",12,"wet",6917718,"IB005toIB008"
56234,6,22116491,22359327,"WUE.resid_wet_12_fisherPclump",1.20977174183252e-06,5.91729656407527,"WUE.resid",12,"wet",22237909,"IB005toIB008"
70788,7,634445,634529,"WUE.resid_wet_12_fisherPclump",1.28045803203661e-06,5.89263465128661,"WUE.resid",12,"wet",634487,"IB005toIB008"
81154,8,10629937,10630096,"WUE.resid_wet_12_fisherPclump",1.31969307722614e-06,5.87952706149577,"WUE.resid",12,"wet",10630016,"IB005toIB008"
82326,8,10597223,10629179,"WUE.resid_wet_12_fisherPclump",4.08603192340573e-07,6.38869824462849,"WUE.resid",12,"wet",10613201,"IB005toIB008"
92141,9,54961547,54961547,"WUE.resid_wet_12_fisherPclump",3.13651219974292e-07,6.50355301889638,"WUE.resid",12,"wet",54961547,"IB005toIB008"
277,1,5556254,5862207,"WUE.resid_dry_13_fisherPclump",9.51590644667144e-06,5.02154983627475,"WUE.resid",13,"dry",5709230,"IB005toIB008"
580,1,36190139,36215531,"WUE.resid_dry_13_fisherPclump",9.78569041105004e-06,5.00940852809166,"WUE.resid",13,"dry",36202835,"IB005toIB008"
588,1,36114261,36452985,"WUE.resid_dry_13_fisherPclump",9.94073416021465e-08,7.0025815401544,"WUE.resid",13,"dry",36283623,"IB005toIB008"
719,1,36101595,36453649,"WUE.resid_dry_13_fisherPclump",1.03985860651834e-07,6.9830257093392,"WUE.resid",13,"dry",36277622,"IB005toIB008"
1375,1,36110014,36423661,"WUE.resid_dry_13_fisherPclump",6.25869693349416e-07,6.20351607789195,"WUE.resid",13,"dry",36266838,"IB005toIB008"
1853,1,36290327,36454592,"WUE.resid_dry_13_fisherPclump",6.76745603939451e-06,5.16957455667462,"WUE.resid",13,"dry",36372460,"IB005toIB008"
1941,1,36199555,36199555,"WUE.resid_dry_13_fisherPclump",1.53281090816079e-07,6.8145114176228,"WUE.resid",13,"dry",36199555,"IB005toIB008"
2953,1,36201031,36201031,"WUE.resid_dry_13_fisherPclump",1.47625782449355e-06,5.83083778751535,"WUE.resid",13,"dry",36201031,"IB005toIB008"
12868,2,3992421,3992444,"WUE.resid_dry_13_fisherPclump",1.03937892955202e-10,9.98322609150781,"WUE.resid",13,"dry",3992432,"IB005toIB008"
23267,3,6734756,6824563,"WUE.resid_dry_13_fisherPclump",8.49971634379992e-06,5.07059556750665,"WUE.resid",13,"dry",6779660,"IB005toIB008"
35541,4,4023352,4209928,"WUE.resid_dry_13_fisherPclump",3.84786173572567e-06,5.41478054175122,"WUE.resid",13,"dry",4116640,"IB005toIB008"
38441,4,4197042,4209031,"WUE.resid_dry_13_fisherPclump",4.5575752964207e-06,5.34126614756604,"WUE.resid",13,"dry",4203036,"IB005toIB008"
62907,6,36181861,36181861,"WUE.resid_dry_13_fisherPclump",9.07825481722806e-07,6.04199763122493,"WUE.resid",13,"dry",36181861,"IB005toIB008"
65575,7,34067080,34079974,"WUE.resid_dry_13_fisherPclump",9.8002409185877e-06,5.00876324794759,"WUE.resid",13,"dry",34073527,"IB005toIB008"
69554,7,15664795,15664795,"WUE.resid_dry_13_fisherPclump",3.86384968612185e-06,5.41297977712135,"WUE.resid",13,"dry",15664795,"IB005toIB008"
70626,7,19200893,19256504,"WUE.resid_dry_13_fisherPclump",3.16819482231173e-06,5.49918812012124,"WUE.resid",13,"dry",19228698,"IB005toIB008"
73518,8,37369957,37370400,"WUE.resid_dry_13_fisherPclump",5.33261079210403e-07,6.2730601127375,"WUE.resid",13,"dry",37370178,"IB005toIB008"
73585,8,37371403,37521730,"WUE.resid_dry_13_fisherPclump",6.39524581627505e-08,7.19414275773731,"WUE.resid",13,"dry",37446566,"IB005toIB008"
73664,8,12587988,13073565,"WUE.resid_dry_13_fisherPclump",3.60897949213818e-07,6.44261558579212,"WUE.resid",13,"dry",12830776,"IB005toIB008"
73716,8,37360757,37545136,"WUE.resid_dry_13_fisherPclump",1.97382169863859e-06,5.70469208104569,"WUE.resid",13,"dry",37452946,"IB005toIB008"
73929,8,12927981,13134849,"WUE.resid_dry_13_fisherPclump",4.2595127540216e-06,5.37064007703395,"WUE.resid",13,"dry",13031415,"IB005toIB008"
74001,8,12803379,13132090,"WUE.resid_dry_13_fisherPclump",4.18170594568864e-06,5.37864650969501,"WUE.resid",13,"dry",12967734,"IB005toIB008"
75322,8,37478194,37482508,"WUE.resid_dry_13_fisherPclump",5.72613465928033e-06,5.24213844306001,"WUE.resid",13,"dry",37480351,"IB005toIB008"
78825,8,12095580,12224444,"WUE.resid_dry_13_fisherPclump",6.45452762265284e-06,5.19013553626078,"WUE.resid",13,"dry",12160012,"IB005toIB008"
79100,8,12219641,12227791,"WUE.resid_dry_13_fisherPclump",6.62072110976996e-06,5.17909470588684,"WUE.resid",13,"dry",12223716,"IB005toIB008"
92141,9,54961547,54961547,"WUE.resid_dry_13_fisherPclump",9.07460096923593e-06,5.0421724627843,"WUE.resid",13,"dry",54961547,"IB005toIB008"
144,1,10677460,10880794,"WUE.resid_wet_13_fisherPclump",4.62646685828246e-07,6.33475054455598,"WUE.resid",13,"wet",10779127,"IB005toIB008"
277,1,5556254,5862207,"WUE.resid_wet_13_fisherPclump",9.70953548376153e-08,7.01280154678249,"WUE.resid",13,"wet",5709230,"IB005toIB008"
304,1,25712908,26008199,"WUE.resid_wet_13_fisherPclump",1.07602657841558e-06,5.96817700123778,"WUE.resid",13,"wet",25860554,"IB005toIB008"
864,1,5586922,5881074,"WUE.resid_wet_13_fisherPclump",4.76075249382124e-07,6.32232439642126,"WUE.resid",13,"wet",5733998,"IB005toIB008"
2784,1,25711921,25773876,"WUE.resid_wet_13_fisherPclump",1.48566148011949e-06,5.82808013678297,"WUE.resid",13,"wet",25742898,"IB005toIB008"
3841,1,5778091,5778091,"WUE.resid_wet_13_fisherPclump",2.42504890323144e-07,6.61527949904546,"WUE.resid",13,"wet",5778091,"IB005toIB008"
4044,1,25746028,25750645,"WUE.resid_wet_13_fisherPclump",3.3518947126737e-07,6.47470963157606,"WUE.resid",13,"wet",25748336,"IB005toIB008"
5803,1,14197477,14368970,"WUE.resid_wet_13_fisherPclump",9.90614759510666e-09,8.00409520560221,"WUE.resid",13,"wet",14283224,"IB005toIB008"
7911,1,40942470,40946150,"WUE.resid_wet_13_fisherPclump",6.95212362993821e-07,6.15788251341173,"WUE.resid",13,"wet",40944310,"IB005toIB008"
8433,1,40961314,40961314,"WUE.resid_wet_13_fisherPclump",1.00727908669134e-06,5.99685018285529,"WUE.resid",13,"wet",40961314,"IB005toIB008"
8460,1,40941698,40946411,"WUE.resid_wet_13_fisherPclump",2.08340432391465e-07,6.68122643883521,"WUE.resid",13,"wet",40944054,"IB005toIB008"
9883,1,2774603,2774621,"WUE.resid_wet_13_fisherPclump",7.8493663857671e-09,8.10516539883067,"WUE.resid",13,"wet",2774612,"IB005toIB008"
10250,2,178348,400138,"WUE.resid_wet_13_fisherPclump",3.56584237389086e-07,6.44783785848607,"WUE.resid",13,"wet",289243,"IB005toIB008"
11502,2,13248984,13248984,"WUE.resid_wet_13_fisherPclump",7.04686740339419e-09,8.15200390028023,"WUE.resid",13,"wet",13248984,"IB005toIB008"
12868,2,3992421,3992444,"WUE.resid_wet_13_fisherPclump",7.15839750130375e-12,11.1451841891774,"WUE.resid",13,"wet",3992432,"IB005toIB008"
17052,2,5141527,5147243,"WUE.resid_wet_13_fisherPclump",1.4144905802157e-07,6.84939994037664,"WUE.resid",13,"wet",5144385,"IB005toIB008"
28514,3,5122565,5154120,"WUE.resid_wet_13_fisherPclump",9.54893771634956e-07,6.02004493936788,"WUE.resid",13,"wet",5138342,"IB005toIB008"
34563,4,3309124,3401619,"WUE.resid_wet_13_fisherPclump",9.17939647094195e-08,7.03718587195301,"WUE.resid",13,"wet",3355372,"IB005toIB008"
34689,4,3140759,3142872,"WUE.resid_wet_13_fisherPclump",8.16657332505984e-08,7.08796013418898,"WUE.resid",13,"wet",3141816,"IB005toIB008"
34695,4,3143505,3144991,"WUE.resid_wet_13_fisherPclump",1.68109803880431e-07,6.77440695849975,"WUE.resid",13,"wet",3144248,"IB005toIB008"
34698,4,3382927,3382927,"WUE.resid_wet_13_fisherPclump",2.54345773974761e-07,6.59457547389537,"WUE.resid",13,"wet",3382927,"IB005toIB008"
34782,4,3462114,3462471,"WUE.resid_wet_13_fisherPclump",4.1027253305251e-09,8.38692755723007,"WUE.resid",13,"wet",3462292,"IB005toIB008"
34908,4,3388836,3388836,"WUE.resid_wet_13_fisherPclump",2.64415563112131e-07,6.57771298649803,"WUE.resid",13,"wet",3388836,"IB005toIB008"
34934,4,3010949,3064789,"WUE.resid_wet_13_fisherPclump",1.28365264184371e-06,5.89155248104876,"WUE.resid",13,"wet",3037869,"IB005toIB008"
