"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","Experiment","clumpCenter"
29835,5,3004670,3089303,"tv.hue_circular_mean_wet_19_fisherPclump",2.70619424175077e-08,7.56764103438549,"tv.hue_circular_mean",19,"wet","IB005toIB008",3046986
30059,5,43555067,43563526,"tv.hue_circular_mean_wet_19_fisherPclump",3.1786240564734e-11,10.4977608341028,"tv.hue_circular_mean",19,"wet","IB005toIB008",43559296
30249,5,43607086,43613623,"tv.hue_circular_mean_wet_19_fisherPclump",2.12023040628136e-09,8.67361694155267,"tv.hue_circular_mean",19,"wet","IB005toIB008",43610354
30253,5,3012522,3082983,"tv.hue_circular_mean_wet_19_fisherPclump",9.56314265922745e-08,7.01939936553998,"tv.hue_circular_mean",19,"wet","IB005toIB008",3047752
30462,5,43688169,43695795,"tv.hue_circular_mean_wet_19_fisherPclump",7.94610521480408e-11,10.0998456887261,"tv.hue_circular_mean",19,"wet","IB005toIB008",43691982
30557,5,43540170,43707595,"tv.hue_circular_mean_wet_19_fisherPclump",1.06705208159025e-10,9.97181438264184,"tv.hue_circular_mean",19,"wet","IB005toIB008",43623882
30626,5,43672430,43846369,"tv.hue_circular_mean_wet_19_fisherPclump",8.567335948481e-08,7.06715420290061,"tv.hue_circular_mean",19,"wet","IB005toIB008",43759400
30809,5,3443173,3444057,"tv.hue_circular_mean_wet_19_fisherPclump",1.37053075625053e-11,10.8631112139588,"tv.hue_circular_mean",19,"wet","IB005toIB008",3443615
30817,5,43606039,43611905,"tv.hue_circular_mean_wet_19_fisherPclump",2.14883724068249e-08,7.66779647801734,"tv.hue_circular_mean",19,"wet","IB005toIB008",43608972
31931,5,43394664,43564399,"tv.hue_circular_mean_wet_19_fisherPclump",7.75122813624977e-08,7.11062948064992,"tv.hue_circular_mean",19,"wet","IB005toIB008",43479532
32207,5,3444801,3444801,"tv.hue_circular_mean_wet_19_fisherPclump",1.47340097474864e-09,8.83167904716756,"tv.hue_circular_mean",19,"wet","IB005toIB008",3444801
32280,5,44067733,44401681,"tv.hue_circular_mean_wet_19_fisherPclump",1.01035673516053e-08,7.99552525913061,"tv.hue_circular_mean",19,"wet","IB005toIB008",44234707
32657,5,43523581,43523620,"tv.hue_circular_mean_wet_19_fisherPclump",6.68559414068459e-09,8.17485999146034,"tv.hue_circular_mean",19,"wet","IB005toIB008",43523600
34855,5,43523758,43523758,"tv.hue_circular_mean_wet_19_fisherPclump",2.20299234707514e-09,8.6569870115323,"tv.hue_circular_mean",19,"wet","IB005toIB008",43523758
43001,7,31157226,31164709,"tv.hue_circular_mean_wet_19_fisherPclump",3.90135817260199e-09,8.40878417651621,"tv.hue_circular_mean",19,"wet","IB005toIB008",31160968
43243,7,15087678,15126095,"tv.hue_circular_mean_wet_19_fisherPclump",4.73443943931252e-08,7.32473143436398,"tv.hue_circular_mean",19,"wet","IB005toIB008",15106886
43642,7,15773416,15785570,"tv.hue_circular_mean_wet_19_fisherPclump",9.99214843280841e-09,8.00034112316566,"tv.hue_circular_mean",19,"wet","IB005toIB008",15779493
43692,7,15108518,15108518,"tv.hue_circular_mean_wet_19_fisherPclump",8.43287884493589e-08,7.07402413913143,"tv.hue_circular_mean",19,"wet","IB005toIB008",15108518
44048,7,33643061,33644105,"tv.hue_circular_mean_wet_19_fisherPclump",4.42641221959458e-08,7.35394814387488,"tv.hue_circular_mean",19,"wet","IB005toIB008",33643583
44673,7,19396350,19455736,"tv.hue_circular_mean_wet_19_fisherPclump",1.63423944773893e-08,7.78668431058634,"tv.hue_circular_mean",19,"wet","IB005toIB008",19426043
44955,7,30795591,30795678,"tv.hue_circular_mean_wet_19_fisherPclump",5.66152038901937e-08,7.24706692430768,"tv.hue_circular_mean",19,"wet","IB005toIB008",30795634
53593,8,36814365,36815324,"tv.hue_circular_mean_wet_19_fisherPclump",2.00122547360473e-08,7.69870397761775,"tv.hue_circular_mean",19,"wet","IB005toIB008",36814844
53692,8,36814453,36821860,"tv.hue_circular_mean_wet_19_fisherPclump",9.38138264557546e-08,7.02773314977743,"tv.hue_circular_mean",19,"wet","IB005toIB008",36818156
7227,2,178348,400138,"tv.hue_circular_mean_wet_20_fisherPclump",1.48359577054461e-10,9.82868441343439,"tv.hue_circular_mean",20,"wet","IB005toIB008",289243
28794,5,43311911,43743683,"tv.hue_circular_mean_wet_20_fisherPclump",1.12600517273881e-10,9.94845961438098,"tv.hue_circular_mean",20,"wet","IB005toIB008",43527797
28863,5,43460836,43672806,"tv.hue_circular_mean_wet_20_fisherPclump",2.17509462469474e-08,7.66252184487538,"tv.hue_circular_mean",20,"wet","IB005toIB008",43566821
29152,5,43705637,43813329,"tv.hue_circular_mean_wet_20_fisherPclump",3.12296731018339e-08,7.50543256174523,"tv.hue_circular_mean",20,"wet","IB005toIB008",43759483
29338,5,43326567,43557554,"tv.hue_circular_mean_wet_20_fisherPclump",3.75811939125657e-08,7.42502942696559,"tv.hue_circular_mean",20,"wet","IB005toIB008",43442060
30059,5,43555067,43563526,"tv.hue_circular_mean_wet_20_fisherPclump",7.88415000465009e-10,9.10324512138244,"tv.hue_circular_mean",20,"wet","IB005toIB008",43559296
30249,5,43607086,43613623,"tv.hue_circular_mean_wet_20_fisherPclump",1.24363127887042e-08,7.90530836344616,"tv.hue_circular_mean",20,"wet","IB005toIB008",43610354
30462,5,43688169,43695795,"tv.hue_circular_mean_wet_20_fisherPclump",1.50043079996657e-09,8.8237840294865,"tv.hue_circular_mean",20,"wet","IB005toIB008",43691982
30557,5,43540170,43707595,"tv.hue_circular_mean_wet_20_fisherPclump",2.22492692371579e-09,8.65268424856987,"tv.hue_circular_mean",20,"wet","IB005toIB008",43623882
30809,5,3443173,3444057,"tv.hue_circular_mean_wet_20_fisherPclump",2.31974077283114e-08,7.63456054408286,"tv.hue_circular_mean",20,"wet","IB005toIB008",3443615
30817,5,43606039,43611905,"tv.hue_circular_mean_wet_20_fisherPclump",4.59503744618968e-08,7.33771094508151,"tv.hue_circular_mean",20,"wet","IB005toIB008",43608972
7227,2,178348,400138,"tv.hue_circular_mean_wet_21_fisherPclump",1.51219403996202e-09,8.8203924779632,"tv.hue_circular_mean",21,"wet","IB005toIB008",289243
28780,5,42981386,43394588,"tv.hue_circular_mean_wet_21_fisherPclump",4.46703751836979e-08,7.34998039990055,"tv.hue_circular_mean",21,"wet","IB005toIB008",43187987
28794,5,43311911,43743683,"tv.hue_circular_mean_wet_21_fisherPclump",3.84847800042142e-11,10.4147109917141,"tv.hue_circular_mean",21,"wet","IB005toIB008",43527797
28863,5,43460836,43672806,"tv.hue_circular_mean_wet_21_fisherPclump",2.38344960496858e-08,7.62279402624814,"tv.hue_circular_mean",21,"wet","IB005toIB008",43566821
29152,5,43705637,43813329,"tv.hue_circular_mean_wet_21_fisherPclump",1.75858730054508e-08,7.75483606737894,"tv.hue_circular_mean",21,"wet","IB005toIB008",43759483
29338,5,43326567,43557554,"tv.hue_circular_mean_wet_21_fisherPclump",2.80023313444983e-08,7.55280580980413,"tv.hue_circular_mean",21,"wet","IB005toIB008",43442060
30059,5,43555067,43563526,"tv.hue_circular_mean_wet_21_fisherPclump",9.03910827759286e-10,9.0438744112528,"tv.hue_circular_mean",21,"wet","IB005toIB008",43559296
30249,5,43607086,43613623,"tv.hue_circular_mean_wet_21_fisherPclump",3.6402580124672e-08,7.43886783354335,"tv.hue_circular_mean",21,"wet","IB005toIB008",43610354
30462,5,43688169,43695795,"tv.hue_circular_mean_wet_21_fisherPclump",1.53926550592607e-09,8.81268646281089,"tv.hue_circular_mean",21,"wet","IB005toIB008",43691982
30557,5,43540170,43707595,"tv.hue_circular_mean_wet_21_fisherPclump",3.66767412987395e-09,8.43560925803051,"tv.hue_circular_mean",21,"wet","IB005toIB008",43623882
33485,5,14418159,14636996,"tv.hue_circular_mean_wet_21_fisherPclump",2.96030500867201e-08,7.52866354003603,"tv.hue_circular_mean",21,"wet","IB005toIB008",14527578
28794,5,43311911,43743683,"tv.hue_circular_mean_wet_22_fisherPclump",8.36763012502314e-11,10.0773975252038,"tv.hue_circular_mean",22,"wet","IB005toIB008",43527797
28863,5,43460836,43672806,"tv.hue_circular_mean_wet_22_fisherPclump",5.87218129370977e-09,8.23120054477415,"tv.hue_circular_mean",22,"wet","IB005toIB008",43566821
29152,5,43705637,43813329,"tv.hue_circular_mean_wet_22_fisherPclump",8.24884601326211e-09,8.08360680358666,"tv.hue_circular_mean",22,"wet","IB005toIB008",43759483
30059,5,43555067,43563526,"tv.hue_circular_mean_wet_22_fisherPclump",6.58293009271193e-09,8.18158075686458,"tv.hue_circular_mean",22,"wet","IB005toIB008",43559296
30462,5,43688169,43695795,"tv.hue_circular_mean_wet_22_fisherPclump",1.04391596761545e-09,8.98133445944653,"tv.hue_circular_mean",22,"wet","IB005toIB008",43691982
30557,5,43540170,43707595,"tv.hue_circular_mean_wet_22_fisherPclump",2.71506248675281e-09,8.56622017073825,"tv.hue_circular_mean",22,"wet","IB005toIB008",43623882
30089,5,33107705,33581366,"water.amount.plus.cum_wet_17_fisherPclump",5.35857842857116e-08,7.27095040853709,"water.amount.plus.cum",17,"wet","IB005toIB008",33344536
41186,6,2892421,2939528,"water.amount.plus.cum_wet_17_fisherPclump",5.01319343372571e-08,7.29988553784077,"water.amount.plus.cum",17,"wet","IB005toIB008",2915974
58745,9,16446097,16850829,"water.amount.plus.cum_wet_17_fisherPclump",1.52673818179825e-08,7.81623543311344,"water.amount.plus.cum",17,"wet","IB005toIB008",16648463
58766,9,14797597,15151352,"water.amount.plus.cum_wet_17_fisherPclump",6.63985642620244e-08,7.17784131129195,"water.amount.plus.cum",17,"wet","IB005toIB008",14974474
30089,5,33107705,33581366,"water.amount.plus.cum_wet_18_fisherPclump",9.61836825380553e-08,7.01689859932147,"water.amount.plus.cum",18,"wet","IB005toIB008",33344536
58745,9,16446097,16850829,"water.amount.plus.cum_wet_18_fisherPclump",1.61177612090212e-08,7.79269528275996,"water.amount.plus.cum",18,"wet","IB005toIB008",16648463
58766,9,14797597,15151352,"water.amount.plus.cum_wet_18_fisherPclump",5.41490381579931e-08,7.26640925328402,"water.amount.plus.cum",18,"wet","IB005toIB008",14974474
58745,9,16446097,16850829,"water.amount.plus.cum_wet_19_fisherPclump",1.26609613856214e-08,7.89753331575484,"water.amount.plus.cum",19,"wet","IB005toIB008",16648463
58766,9,14797597,15151352,"water.amount.plus.cum_wet_19_fisherPclump",9.4096174396118e-08,7.02642803302789,"water.amount.plus.cum",19,"wet","IB005toIB008",14974474
59350,9,14827742,14984023,"water.amount.plus.cum_wet_19_fisherPclump",8.061412164001e-08,7.09358887366478,"water.amount.plus.cum",19,"wet","IB005toIB008",14905882
28778,5,5897146,5928214,"WUE.ratio.constant_dry_10_fisherPclump",2.05545870437862e-08,7.68709124407976,"WUE.ratio.constant",10,"dry","IB005toIB008",5912680
43614,7,32003715,32271345,"WUE.ratio.constant_dry_10_fisherPclump",7.28342404821607e-08,7.13766440425153,"WUE.ratio.constant",10,"dry","IB005toIB008",32137530
44664,7,32002504,32112350,"WUE.ratio.constant_dry_10_fisherPclump",7.05624088766823e-08,7.15142660157247,"WUE.ratio.constant",10,"dry","IB005toIB008",32057427
39,1,14188681,14374252,"WUE.ratio.constant_wet_11_fisherPclump",1.67469952591144e-08,7.77606310262387,"WUE.ratio.constant",11,"wet","IB005toIB008",14281466
8608,2,3992421,3992444,"WUE.ratio.constant_wet_11_fisherPclump",3.51060154353829e-08,7.45461846055537,"WUE.ratio.constant",11,"wet","IB005toIB008",3992432
15902,3,5115823,5155390,"WUE.ratio.constant_wet_11_fisherPclump",9.26764816185592e-08,7.03303046217867,"WUE.ratio.constant",11,"wet","IB005toIB008",5135606
28778,5,5897146,5928214,"WUE.ratio.constant_wet_11_fisherPclump",1.85774839027553e-08,7.73101310633508,"WUE.ratio.constant",11,"wet","IB005toIB008",5912680
8608,2,3992421,3992444,"WUE.ratio.constant_dry_12_fisherPclump",7.30734156459726e-08,7.13624059210013,"WUE.ratio.constant",12,"dry","IB005toIB008",3992432
39,1,14188681,14374252,"WUE.ratio.constant_wet_12_fisherPclump",1.33584100705001e-09,8.87424522888881,"WUE.ratio.constant",12,"wet","IB005toIB008",14281466
94,1,40417387,40502525,"WUE.ratio.constant_wet_12_fisherPclump",4.00057596374663e-09,8.39787747870457,"WUE.ratio.constant",12,"wet","IB005toIB008",40459956
8608,2,3992421,3992444,"WUE.ratio.constant_wet_12_fisherPclump",4.20700244903002e-11,10.3760272351663,"WUE.ratio.constant",12,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.ratio.constant_wet_12_fisherPclump",8.07564689925914e-09,8.09282267846735,"WUE.ratio.constant",12,"wet","IB005toIB008",13248984
15902,3,5115823,5155390,"WUE.ratio.constant_wet_12_fisherPclump",4.42372893844546e-08,7.35421149204331,"WUE.ratio.constant",12,"wet","IB005toIB008",5135606
23336,4,3462114,3462471,"WUE.ratio.constant_wet_12_fisherPclump",5.66798034960063e-08,7.24657166408351,"WUE.ratio.constant",12,"wet","IB005toIB008",3462292
23446,4,4023352,4209928,"WUE.ratio.constant_wet_12_fisherPclump",1.66217850044329e-08,7.77932233939975,"WUE.ratio.constant",12,"wet","IB005toIB008",4116640
28778,5,5897146,5928214,"WUE.ratio.constant_wet_12_fisherPclump",3.11261572820402e-08,7.50687449236655,"WUE.ratio.constant",12,"wet","IB005toIB008",5912680
8608,2,3992421,3992444,"WUE.ratio.constant_dry_13_fisherPclump",1.1382298419024e-08,7.94377003232491,"WUE.ratio.constant",13,"dry","IB005toIB008",3992432
50039,8,37464773,37555142,"WUE.ratio.constant_dry_13_fisherPclump",7.72045259823249e-08,7.11235723915218,"WUE.ratio.constant",13,"dry","IB005toIB008",37509958
51620,8,37212210,37521730,"WUE.ratio.constant_dry_13_fisherPclump",8.84604126166075e-09,8.05325103922938,"WUE.ratio.constant",13,"dry","IB005toIB008",37366970
39,1,14188681,14374252,"WUE.ratio.constant_wet_13_fisherPclump",2.41393105333456e-08,7.61727513837453,"WUE.ratio.constant",13,"wet","IB005toIB008",14281466
94,1,40417387,40502525,"WUE.ratio.constant_wet_13_fisherPclump",8.25401150189037e-09,8.08333493027275,"WUE.ratio.constant",13,"wet","IB005toIB008",40459956
8608,2,3992421,3992444,"WUE.ratio.constant_wet_13_fisherPclump",1.18611808192442e-10,9.92587207338707,"WUE.ratio.constant",13,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.ratio.constant_wet_13_fisherPclump",9.5058434955793e-11,10.0220093402165,"WUE.ratio.constant",13,"wet","IB005toIB008",13248984
13790,2,13248969,13248969,"WUE.ratio.constant_wet_13_fisherPclump",4.49507764944376e-08,7.34726280172081,"WUE.ratio.constant",13,"wet","IB005toIB008",13248969
15902,3,5115823,5155390,"WUE.ratio.constant_wet_13_fisherPclump",3.50882254371663e-08,7.45483859537349,"WUE.ratio.constant",13,"wet","IB005toIB008",5135606
23321,4,3817036,3829503,"WUE.ratio.constant_wet_13_fisherPclump",6.52016030338084e-08,7.18574172665797,"WUE.ratio.constant",13,"wet","IB005toIB008",3823270
23336,4,3462114,3462471,"WUE.ratio.constant_wet_13_fisherPclump",1.45830667450336e-08,7.83615113648493,"WUE.ratio.constant",13,"wet","IB005toIB008",3462292
23446,4,4023352,4209928,"WUE.ratio.constant_wet_13_fisherPclump",4.37069945258253e-10,9.35944905637299,"WUE.ratio.constant",13,"wet","IB005toIB008",4116640
23701,4,4197042,4209031,"WUE.ratio.constant_wet_13_fisherPclump",3.41340041051391e-08,7.46681276361799,"WUE.ratio.constant",13,"wet","IB005toIB008",4203036
23846,4,2369811,2445523,"WUE.ratio.constant_wet_13_fisherPclump",4.83275256769958e-08,7.31580543975323,"WUE.ratio.constant",13,"wet","IB005toIB008",2407667
28778,5,5897146,5928214,"WUE.ratio.constant_wet_13_fisherPclump",3.72650675550731e-08,7.42869808713281,"WUE.ratio.constant",13,"wet","IB005toIB008",5912680
8608,2,3992421,3992444,"WUE.ratio.constant_dry_14_fisherPclump",9.30958939227743e-08,7.03106947354075,"WUE.ratio.constant",14,"dry","IB005toIB008",3992432
44664,7,32002504,32112350,"WUE.ratio.constant_dry_14_fisherPclump",2.33829001281895e-08,7.63110162527173,"WUE.ratio.constant",14,"dry","IB005toIB008",32057427
51238,8,37370225,37370282,"WUE.ratio.constant_dry_14_fisherPclump",2.55842263258113e-08,7.59202771168038,"WUE.ratio.constant",14,"dry","IB005toIB008",37370254
51620,8,37212210,37521730,"WUE.ratio.constant_dry_14_fisherPclump",8.60915581078624e-09,8.06503943213425,"WUE.ratio.constant",14,"dry","IB005toIB008",37366970
39,1,14188681,14374252,"WUE.ratio.constant_wet_14_fisherPclump",2.74082390516716e-08,7.56211886649294,"WUE.ratio.constant",14,"wet","IB005toIB008",14281466
94,1,40417387,40502525,"WUE.ratio.constant_wet_14_fisherPclump",3.32487119890809e-08,7.47822517402612,"WUE.ratio.constant",14,"wet","IB005toIB008",40459956
8608,2,3992421,3992444,"WUE.ratio.constant_wet_14_fisherPclump",1.66610360740379e-09,8.77829799529137,"WUE.ratio.constant",14,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.ratio.constant_wet_14_fisherPclump",3.98304559524533e-10,9.39978472204909,"WUE.ratio.constant",14,"wet","IB005toIB008",13248984
23322,4,3413112,3510543,"WUE.ratio.constant_wet_14_fisherPclump",6.19582591055375e-08,7.20790079348676,"WUE.ratio.constant",14,"wet","IB005toIB008",3461828
23336,4,3462114,3462471,"WUE.ratio.constant_wet_14_fisherPclump",1.22382554667671e-08,7.91228048538931,"WUE.ratio.constant",14,"wet","IB005toIB008",3462292
23426,4,3514956,3514956,"WUE.ratio.constant_wet_14_fisherPclump",5.02865512162301e-08,7.29854814841408,"WUE.ratio.constant",14,"wet","IB005toIB008",3514956
23446,4,4023352,4209928,"WUE.ratio.constant_wet_14_fisherPclump",8.80269822361344e-08,7.05538418648474,"WUE.ratio.constant",14,"wet","IB005toIB008",4116640
23623,4,3140701,3142657,"WUE.ratio.constant_wet_14_fisherPclump",2.84460947904438e-08,7.54597734710278,"WUE.ratio.constant",14,"wet","IB005toIB008",3141679
51620,8,37212210,37521730,"WUE.ratio.constant_dry_15_fisherPclump",7.80762036247776e-08,7.10748131195117,"WUE.ratio.constant",15,"dry","IB005toIB008",37366970
39,1,14188681,14374252,"WUE.ratio.constant_wet_15_fisherPclump",3.19754828432556e-09,8.49518288877024,"WUE.ratio.constant",15,"wet","IB005toIB008",14281466
94,1,40417387,40502525,"WUE.ratio.constant_wet_15_fisherPclump",7.28463067834585e-09,8.13759246152231,"WUE.ratio.constant",15,"wet","IB005toIB008",40459956
8608,2,3992421,3992444,"WUE.ratio.constant_wet_15_fisherPclump",3.93450371767785e-10,9.40511003999275,"WUE.ratio.constant",15,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.ratio.constant_wet_15_fisherPclump",8.10390519226733e-10,9.09130564843701,"WUE.ratio.constant",15,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.ratio.constant_wet_15_fisherPclump",1.53474707781142e-09,8.8139631848521,"WUE.ratio.constant",15,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.ratio.constant_wet_15_fisherPclump",3.13649698515237e-09,8.50355512557677,"WUE.ratio.constant",15,"wet","IB005toIB008",3461828
23336,4,3462114,3462471,"WUE.ratio.constant_wet_15_fisherPclump",8.29384493432565e-09,8.08124408867254,"WUE.ratio.constant",15,"wet","IB005toIB008",3462292
23355,4,3441302,3537478,"WUE.ratio.constant_wet_15_fisherPclump",5.30698226409713e-08,7.27515236377774,"WUE.ratio.constant",15,"wet","IB005toIB008",3489390
23426,4,3514956,3514956,"WUE.ratio.constant_wet_15_fisherPclump",6.94101698972513e-08,7.15857689256136,"WUE.ratio.constant",15,"wet","IB005toIB008",3514956
23446,4,4023352,4209928,"WUE.ratio.constant_wet_15_fisherPclump",9.98875224172761e-08,7.00048875885878,"WUE.ratio.constant",15,"wet","IB005toIB008",4116640
23456,4,32785823,32785900,"WUE.ratio.constant_wet_15_fisherPclump",8.77317841332375e-08,7.05684303864165,"WUE.ratio.constant",15,"wet","IB005toIB008",32785862
23542,4,3139845,3140237,"WUE.ratio.constant_wet_15_fisherPclump",5.97948395244693e-08,7.22333629532185,"WUE.ratio.constant",15,"wet","IB005toIB008",3140041
23623,4,3140701,3142657,"WUE.ratio.constant_wet_15_fisherPclump",6.28868280618185e-09,8.20144031002562,"WUE.ratio.constant",15,"wet","IB005toIB008",3141679
42937,7,33380004,33676866,"WUE.ratio.constant_wet_15_fisherPclump",3.92992179570001e-08,7.40561609187238,"WUE.ratio.constant",15,"wet","IB005toIB008",33528435
8608,2,3992421,3992444,"WUE.ratio.constant_dry_16_fisherPclump",1.16855609512088e-08,7.93235043499044,"WUE.ratio.constant",16,"dry","IB005toIB008",3992432
8,1,5561476,5961312,"WUE.ratio.constant_wet_16_fisherPclump",1.7188437147372e-08,7.76476360959151,"WUE.ratio.constant",16,"wet","IB005toIB008",5761394
39,1,14188681,14374252,"WUE.ratio.constant_wet_16_fisherPclump",7.50391026788827e-09,8.12471236791177,"WUE.ratio.constant",16,"wet","IB005toIB008",14281466
64,1,5778091,5778091,"WUE.ratio.constant_wet_16_fisherPclump",9.32529886037141e-08,7.03033724087795,"WUE.ratio.constant",16,"wet","IB005toIB008",5778091
94,1,40417387,40502525,"WUE.ratio.constant_wet_16_fisherPclump",1.23947508596997e-08,7.90676219833102,"WUE.ratio.constant",16,"wet","IB005toIB008",40459956
7295,2,2758017,2810612,"WUE.ratio.constant_wet_16_fisherPclump",5.24815376355162e-08,7.2799934492262,"WUE.ratio.constant",16,"wet","IB005toIB008",2784314
8526,2,44735245,44782841,"WUE.ratio.constant_wet_16_fisherPclump",8.29245439435051e-08,7.08131690827232,"WUE.ratio.constant",16,"wet","IB005toIB008",44759043
8608,2,3992421,3992444,"WUE.ratio.constant_wet_16_fisherPclump",5.32141563366557e-09,8.27397281881293,"WUE.ratio.constant",16,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.ratio.constant_wet_16_fisherPclump",7.90438287193198e-11,10.1021320315859,"WUE.ratio.constant",16,"wet","IB005toIB008",13248984
15902,3,5115823,5155390,"WUE.ratio.constant_wet_16_fisherPclump",6.51681963143389e-08,7.18596429897632,"WUE.ratio.constant",16,"wet","IB005toIB008",5135606
23321,4,3817036,3829503,"WUE.ratio.constant_wet_16_fisherPclump",5.66665302311165e-10,9.24667337898747,"WUE.ratio.constant",16,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.ratio.constant_wet_16_fisherPclump",9.02875016923568e-09,8.0443723639912,"WUE.ratio.constant",16,"wet","IB005toIB008",3461828
23325,4,3775716,3776438,"WUE.ratio.constant_wet_16_fisherPclump",9.37955090035151e-09,8.02781795545553,"WUE.ratio.constant",16,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"WUE.ratio.constant_wet_16_fisherPclump",7.42575301868565e-10,9.12925949954909,"WUE.ratio.constant",16,"wet","IB005toIB008",3462292
23355,4,3441302,3537478,"WUE.ratio.constant_wet_16_fisherPclump",2.34279577347637e-08,7.63026556813287,"WUE.ratio.constant",16,"wet","IB005toIB008",3489390
23456,4,32785823,32785900,"WUE.ratio.constant_wet_16_fisherPclump",5.53631916177342e-08,7.2567788813039,"WUE.ratio.constant",16,"wet","IB005toIB008",32785862
23520,4,3143505,3145718,"WUE.ratio.constant_wet_16_fisherPclump",9.61706801067811e-08,7.01695731266787,"WUE.ratio.constant",16,"wet","IB005toIB008",3144612
23522,4,3561978,3825620,"WUE.ratio.constant_wet_16_fisherPclump",4.79204964960818e-08,7.31947869094446,"WUE.ratio.constant",16,"wet","IB005toIB008",3693799
23542,4,3139845,3140237,"WUE.ratio.constant_wet_16_fisherPclump",2.41054020030218e-08,7.61788562144137,"WUE.ratio.constant",16,"wet","IB005toIB008",3140041
23623,4,3140701,3142657,"WUE.ratio.constant_wet_16_fisherPclump",4.46238560353656e-10,9.35043290418835,"WUE.ratio.constant",16,"wet","IB005toIB008",3141679
23965,4,3140759,3142872,"WUE.ratio.constant_wet_16_fisherPclump",3.20190346351207e-08,7.49459176607569,"WUE.ratio.constant",16,"wet","IB005toIB008",3141816
28794,5,43311911,43743683,"WUE.ratio.constant_wet_16_fisherPclump",7.92611170638857e-08,7.10093981124403,"WUE.ratio.constant",16,"wet","IB005toIB008",43527797
42937,7,33380004,33676866,"WUE.ratio.constant_wet_16_fisherPclump",9.78283023883949e-08,7.00953548270815,"WUE.ratio.constant",16,"wet","IB005toIB008",33528435
43220,7,14475814,14475814,"WUE.ratio.constant_wet_16_fisherPclump",4.10188939550482e-08,7.38701605424789,"WUE.ratio.constant",16,"wet","IB005toIB008",14475814
8,1,5561476,5961312,"WUE.ratio.constant_wet_17_fisherPclump",1.93862721748627e-08,7.71250569424953,"WUE.ratio.constant",17,"wet","IB005toIB008",5761394
64,1,5778091,5778091,"WUE.ratio.constant_wet_17_fisherPclump",9.37519496031425e-08,7.02801969220736,"WUE.ratio.constant",17,"wet","IB005toIB008",5778091
94,1,40417387,40502525,"WUE.ratio.constant_wet_17_fisherPclump",3.86942797301868e-09,8.41235323304916,"WUE.ratio.constant",17,"wet","IB005toIB008",40459956
8882,2,13248984,13248984,"WUE.ratio.constant_wet_17_fisherPclump",4.68876321284063e-09,8.32894169900636,"WUE.ratio.constant",17,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.ratio.constant_wet_17_fisherPclump",2.69945126515558e-10,9.56872450870582,"WUE.ratio.constant",17,"wet","IB005toIB008",3823270
23325,4,3775716,3776438,"WUE.ratio.constant_wet_17_fisherPclump",8.56332565710013e-08,7.06735753975817,"WUE.ratio.constant",17,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"WUE.ratio.constant_wet_17_fisherPclump",2.27981844249009e-09,8.64209973745756,"WUE.ratio.constant",17,"wet","IB005toIB008",3462292
23510,4,4272670,4274746,"WUE.ratio.constant_wet_17_fisherPclump",5.79709448394484e-08,7.2367896212229,"WUE.ratio.constant",17,"wet","IB005toIB008",4273708
23623,4,3140701,3142657,"WUE.ratio.constant_wet_17_fisherPclump",2.82523603688072e-08,7.54894526280646,"WUE.ratio.constant",17,"wet","IB005toIB008",3141679
23965,4,3140759,3142872,"WUE.ratio.constant_wet_17_fisherPclump",4.26493280631093e-08,7.37008780671879,"WUE.ratio.constant",17,"wet","IB005toIB008",3141816
28794,5,43311911,43743683,"WUE.ratio.constant_wet_17_fisherPclump",1.18698893500777e-08,7.9255533294763,"WUE.ratio.constant",17,"wet","IB005toIB008",43527797
43220,7,14475814,14475814,"WUE.ratio.constant_wet_17_fisherPclump",4.47460901120306e-08,7.34924490709566,"WUE.ratio.constant",17,"wet","IB005toIB008",14475814
39,1,14188681,14374252,"WUE.ratio.constant_wet_18_fisherPclump",8.51791167108312e-08,7.06966686777954,"WUE.ratio.constant",18,"wet","IB005toIB008",14281466
7295,2,2758017,2810612,"WUE.ratio.constant_wet_18_fisherPclump",6.17097963196771e-08,7.20964588702244,"WUE.ratio.constant",18,"wet","IB005toIB008",2784314
8526,2,44735245,44782841,"WUE.ratio.constant_wet_18_fisherPclump",8.35948396318575e-08,7.07782053103683,"WUE.ratio.constant",18,"wet","IB005toIB008",44759043
8882,2,13248984,13248984,"WUE.ratio.constant_wet_18_fisherPclump",1.32022059587647e-10,9.87935349639451,"WUE.ratio.constant",18,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.ratio.constant_wet_18_fisherPclump",5.31412850567523e-12,11.274567947737,"WUE.ratio.constant",18,"wet","IB005toIB008",3823270
